
Tue, 31 Aug 2021 4:07:56 PM,
2,99999,
99999,2,classify_rocks,rock,1,1,b12.JPG,Besod,Makif,1.49403277788,0,
99999,2,classify_rocks,rock,1,2,m10.JPG,Makif,Makif,1.52878060605,1,
99999,2,classify_rocks,rock,1,3,m2.JPG,Makif,Makif,0.664539107551,1,
99999,2,classify_rocks,rock,1,4,b4.JPG,Besod,Besod,0.637426017573,1,
99999,2,classify_rocks,rock,1,5,t7.JPG,Tolar,Besod,1.92018645105,0,
99999,2,classify_rocks,rock,1,6,b6.JPG,Besod,Besod,1.41985890585,1,
99999,2,classify_rocks,rock,1,7,t1.JPG,Tolar,Tolar,0.894613685054,1,
99999,2,classify_rocks,rock,1,8,m1.JPG,Makif,Makif,0.41452793626,1,
99999,2,classify_rocks,rock,1,9,b3.JPG,Besod,Besod,0.91520682953,1,
99999,2,classify_rocks,rock,1,10,b2.JPG,Besod,Besod,0.522027304683,1,
99999,2,classify_rocks,rock,1,11,t9.JPG,Tolar,Tolar,0.87785645547,1,
99999,2,classify_rocks,rock,1,12,m5.JPG,Makif,Makif,0.726858267706,1,
99999,2,classify_rocks,rock,1,13,t11.JPG,Tolar,Tolar,0.596666720212,1,
99999,2,classify_rocks,rock,1,14,m3.JPG,Makif,Makif,1.71648459165,1,
99999,2,classify_rocks,rock,1,15,b7.JPG,Besod,Besod,0.33313872408,1,
99999,2,classify_rocks,rock,1,16,t4.JPG,Tolar,Tolar,0.339044175522,1,
99999,2,classify_rocks,rock,1,17,t8.JPG,Tolar,Tolar,0.741013243456,1,
99999,2,classify_rocks,rock,1,18,m9.JPG,Makif,Makif,0.221763136491,1,
99999,2,classify_rocks,rock,2,1,b3.JPG,Besod,Makif,1.04551899777,0,
99999,2,classify_rocks,rock,2,2,m9.JPG,Makif,Makif,0.39820967273,1,
99999,2,classify_rocks,rock,2,3,t11.JPG,Tolar,Tolar,0.38227576005,1,
99999,2,classify_rocks,rock,2,4,m10.JPG,Makif,Tolar,0.38799283285,0,
99999,2,classify_rocks,rock,2,5,t4.JPG,Tolar,Tolar,0.262848080652,1,
99999,2,classify_rocks,rock,2,6,m5.JPG,Makif,Makif,0.631653745448,1,
99999,2,classify_rocks,rock,2,7,b7.JPG,Besod,Tolar,1.33749508974,0,
99999,2,classify_rocks,rock,2,8,t7.JPG,Tolar,Tolar,1.54822945979,1,
99999,2,classify_rocks,rock,2,9,m1.JPG,Makif,Makif,0.286034425098,1,
99999,2,classify_rocks,rock,2,10,t8.JPG,Tolar,Besod,0.631917183491,0,
99999,2,classify_rocks,rock,2,11,m2.JPG,Makif,Makif,0.221812494616,1,
99999,2,classify_rocks,rock,2,12,b2.JPG,Besod,Besod,0.859634545428,1,
99999,2,classify_rocks,rock,2,13,b6.JPG,Besod,Besod,4.17920212152,1,
99999,2,classify_rocks,rock,2,14,t9.JPG,Tolar,Tolar,2.16588944656,1,
99999,2,classify_rocks,rock,2,15,t1.JPG,Tolar,Tolar,1.68877044237,1,
99999,2,classify_rocks,rock,2,16,b4.JPG,Besod,Besod,0.387537219383,1,
99999,2,classify_rocks,rock,2,17,b12.JPG,Besod,Besod,0.174584654298,1,
99999,2,classify_rocks,rock,2,18,m3.JPG,Makif,Makif,1.0501793978,1,
99999,2,classify_rocks,rock,3,1,m9.JPG,Makif,Makif,0.632053867532,1,
99999,2,classify_rocks,rock,3,2,m3.JPG,Makif,Makif,0.644841126708,1,
99999,2,classify_rocks,rock,3,3,t1.JPG,Tolar,Tolar,0.208842113872,1,
99999,2,classify_rocks,rock,3,4,t9.JPG,Tolar,Tolar,0.292693683183,1,
99999,2,classify_rocks,rock,3,5,m5.JPG,Makif,Makif,3.04739577477,1,
99999,2,classify_rocks,rock,3,6,b12.JPG,Besod,Besod,0.45399194791,1,
99999,2,classify_rocks,rock,3,7,t7.JPG,Tolar,Tolar,0.680838971308,1,
99999,2,classify_rocks,rock,3,8,m2.JPG,Makif,Makif,0.149725682728,1,
99999,2,classify_rocks,rock,3,9,b6.JPG,Besod,Besod,0.195474823708,1,
99999,2,classify_rocks,rock,3,10,b2.JPG,Besod,Besod,0.406343249255,1,
99999,2,classify_rocks,rock,3,11,m1.JPG,Makif,Makif,0.311248249465,1,
99999,2,classify_rocks,rock,3,12,m10.JPG,Makif,Makif,0.341047998587,1,
99999,2,classify_rocks,rock,3,13,b7.JPG,Besod,Besod,1.21682498748,1,
99999,2,classify_rocks,rock,3,14,t11.JPG,Tolar,Tolar,0.293781898417,1,
99999,2,classify_rocks,rock,3,15,b4.JPG,Besod,Besod,0.212603261432,1,
99999,2,classify_rocks,rock,3,16,t8.JPG,Tolar,Tolar,0.322478537248,1,
